10.704229,24.077684,14.3936825,88.904724,13.361515,10.587455,127.91856,13.4437,22.337612,127.81557,18.961412,25.763004,121.8516,23.63023,33.546074,0.000000
19.030416,24.523573,16.671707,50.71538,0.8984913,25.017561,115.383156,24.276207,4.699728,118.771454,24.40558,5.3984504,109.79033,30.499928,5.2469664,0.000000
11.991142,18.680367,12.481369,46.74275,9.734609,10.59734,116.12726,25.18975,8.6353655,118.488495,25.516993,9.291546,112.56102,26.637808,0.7477765,0.000000
15.055722,19.336208,18.324886,46.672302,12.03604,3.988974,121.96003,26.219746,9.519264,126.43718,24.632866,6.927835,123.41404,22.644875,7.920905,0.000000
17.047771,17.562246,14.8722105,35.134487,4.1951957,3.9706898,123.66175,22.921255,0.94514966,128.66379,22.782354,3.1842752,127.07564,22.346994,7.321599,0.000000
19.41624,20.394403,10.780837,27.365643,12.812191,11.144344,59.836002,86.72055,8.664098,68.88992,80.71175,7.702824,51.2699,94.04692,10.328582,0.000000
28.059668,30.938955,26.538197,43.20093,12.351077,21.315134,117.47238,41.45737,13.944998,119.225426,40.295116,19.163551,111.74096,40.969772,28.061117,0.000000
18.883194,62.884037,29.88285,67.2343,20.509115,23.651388,130.80072,31.249653,74.08547,129.87888,42.594093,102.569244,123.26799,32.64347,115.51618,0.000000
30.170382,46.244278,41.452507,129.76682,39.284763,69.41555,133.20769,42.612606,92.77802,128.30208,51.599323,89.78481,116.88504,50.930996,75.47668,0.000000
3.1694372,24.259855,15.31591,102.60313,43.01279,82.351555,116.032974,149.54037,40.813496,115.22579,139.55757,37.915737,103.069084,158.81848,25.761063,0.000000
40.65419,35.93311,5.37856,57.30601,14.494481,3.38992,89.71999,92.351814,43.287243,95.76195,89.000916,42.707073,96.23783,79.58643,42.789886,1.000000
40.167725,36.12315,3.3744855,56.32815,12.443275,2.9284987,88.13424,92.96458,44.744255,93.1717,89.42763,44.182858,92.893845,82.53038,43.550056,1.000000
39.961296,34.647167,2.677655,57.31707,12.329651,3.4002295,90.77211,88.530106,43.119602,96.88169,86.521065,44.577145,97.006935,78.5036,45.802547,1.000000
39.157196,34.26523,2.2231479,53.31791,15.141293,4.335534,89.51499,88.983986,39.575703,97.619644,86.609886,45.14393,98.89057,78.90216,47.706463,1.000000
40.173954,34.86048,2.6367347,62.118618,15.5829935,2.7813532,93.04668,85.55024,35.07518,98.64342,83.96708,36.48253,96.487755,73.64437,35.39169,1.000000
39.77181,31.682669,13.267154,61.110252,13.978851,2.1308997,96.42614,84.316734,39.905045,100.45105,83.45537,38.398895,99.53947,75.477425,38.10843,1.000000
41.10964,30.221004,8.973313,62.09561,13.431516,0.5050638,94.60282,86.878586,43.4062,98.53768,85.979836,44.65026,98.63624,78.88569,46.1683,1.000000
40.587215,28.621243,8.116121,59.82584,10.342198,3.9496849,95.98223,86.331665,47.058468,99.605194,87.31222,48.570602,100.67583,79.332115,54.53308,1.000000
39.731262,26.354767,6.032637,55.056183,12.213334,5.2804465,92.21482,89.084465,45.683228,98.577415,88.16001,53.655533,97.37458,82.912926,58.132496,1.000000
41.572487,27.437693,5.5073013,40.06337,16.459602,3.940609,87.99032,89.66622,41.352085,94.64925,89.50446,51.104744,95.28973,84.95375,55.065,1.000000
13.243438,26.98344,33.016598,11.974471,3.8263943,6.2000194,53.943233,96.322296,17.799635,75.52168,80.830345,24.626184,84.776924,71.00978,22.571323,2.000000
14.10222,26.095951,31.549335,15.13097,5.5092616,3.5882785,63.352703,89.86385,22.751194,92.01873,71.82358,33.427563,100.3204,54.47111,30.835,2.000000
12.862917,27.344885,42.645924,12.817667,7.272096,3.7676296,37.747913,109.220474,16.356052,61.689037,93.76733,19.287428,62.35283,90.951294,19.068861,2.000000
11.131705,30.310984,53.982548,13.96711,15.902955,3.684696,51.55017,107.42422,25.501375,73.34437,92.52064,32.746033,74.66924,85.29312,27.489578,2.000000
15.923002,32.00334,65.785545,20.476156,23.663221,19.703741,82.377,76.31683,25.127272,109.04372,63.10342,32.639652,116.66105,43.461563,31.275616,2.000000
13.713753,30.888544,44.841106,13.476627,13.195527,5.0234246,39.734886,109.17505,17.61099,73.75642,87.55536,22.348593,81.45308,75.53415,25.107069,2.000000
16.600002,20.951927,44.95009,14.953923,9.353511,4.8028874,51.411194,102.94375,22.895065,84.4635,82.68427,30.0651,98.95258,66.28608,35.156017,2.000000
16.99956,21.764227,40.663673,16.066935,5.1145854,3.2500298,59.10181,88.17477,20.558273,87.45116,73.0676,25.754547,98.8124,62.704437,32.063637,2.000000
13.152573,21.602139,36.214317,15.636551,3.2928746,3.115817,54.57151,92.094536,19.222477,84.78341,76.35668,24.759155,95.09112,64.42025,31.870136,2.000000
17.693453,34.747364,49.46388,16.824905,2.4849956,3.0071003,38.730625,106.26719,12.863991,82.2604,73.141815,20.054043,91.47147,62.510796,25.50698,2.000000
3.3781433,26.787241,21.494625,35.64749,49.994995,7.1442275,41.50367,54.76334,2.260967,45.38341,57.66985,4.615833,54.123768,35.5419,4.7287827,3.000000
17.373158,7.425519,16.803257,8.937616,30.47878,62.78127,12.159454,16.276827,59.69351,12.4411125,10.915598,46.427246,18.481667,18.405695,41.368504,3.000000
21.374697,6.476635,27.148,40.694607,11.805083,2.7735374,42.86629,22.72473,3.0511255,50.501003,30.02895,6.026017,52.746483,22.656378,7.6552334,3.000000
