

13.292129,30.61317,19.938108,84.70173,6.6935077,14.961717,111.749054,40.03807,18.619545,109.415665,42.557735,29.493073,103.682755,35.357452,31.531885
37.208042,45.52874,17.991308,34.63445,36.420486,55.26032,18.355215,20.143288,136.5914,14.885712,32.59827,126.521515,20.070894,75.242905,65.73725
15.665006,7.60848,13.240166,48.976208,7.347776,11.000912,49.868107,127.86493,11.42701,40.556442,133.43478,13.586487,32.240036,128.08125,21.490595
19.036585,28.325842,14.687913,27.49289,7.2167354,9.451225,77.40315,79.70315,9.704993,93.94802,65.72084,15.515994,94.45873,61.729023,24.094786
16.728539,28.309853,36.88944,19.060305,4.409888,5.2587028,73.70534,80.644135,5.227161,99.94395,57.91214,5.9012237,110.041824,45.004414,13.450766
10.594636,30.088392,32.062035,13.548604,6.739444,4.1837587,119.49078,25.235605,10.640804,128.2219,21.96543,16.384834,129.27673,18.304111,11.0308695
7.628017,18.01088,28.065067,12.706782,3.3911428,4.7387266,111.154854,30.170536,11.4298935,119.854126,26.671059,17.792088,118.92835,20.926542,12.473935
9.41453,27.849613,19.47902,14.498472,4.89865,6.904561,111.27396,24.171438,15.582597,117.798325,26.21666,63.80033,115.5876,18.688007,114.61763
20.646297,40.547485,19.352928,44.486515,9.855707,6.4078918,112.06952,12.308506,19.89004,113.481094,35.242714,137.24394,105.009125,30.543825,157.53052
31.013193,30.29766,12.7056465,44.29118,14.785372,3.4788039,75.08711,16.419199,7.940848,73.53612,38.695583,14.481631,68.211945,45.649952,64.41143
40.47865,29.20079,6.7545075,50.98983,20.50149,4.9342766,75.02406,14.767113,5.8431196,78.82795,27.868515,10.616664,75.28722,26.216248,12.754212
16.411877,25.724495,19.318253,52.74277,27.569427,14.741624,92.70568,49.853832,72.909195,92.431725,110.66366,47.03762,85.3399,128.49445,43.70406
